42,Amanda Carter,43,40-49,New,1,2381,3,2013-01-14,0,157,2381,2381
43,Megan Sanchez,44,40-49,New,2,3112,3,2013-10-17,9,148,1556,345
44,Nathan Simmons,45,40-49,New,2,48,3,2013-08-18,3,150,24,16
45,Adam Flores,72,50 And Above,VIP,3,6515,7,2013-11-08,33,147,2171,197
46,Leonard Nara,71,50 And Above,New,2,115,4,2013-10-29,6,148,57,19
47,Christine Yuan,71,50 And Above,VIP,3,6616,6,2013-11-12,33,147,2205,200
48,Jaclyn Lu,71,50 And Above,VIP,3,6582,4,2013-11-19,33,147,2194,199
49,Jeremy Powell,70,50 And Above,VIP,3,6498,8,2013-12-25,34,146,2166,191
50,Carol Rai,40,40-49,New,2,81,5,2013-10-29,7,148,40,11
51,Alan Zheng,69,50 And Above,VIP,3,5007,6,2013-11-19,33,147,1669,151
52,Daniel Johnson,69,50 And Above,New,2,124,5,2014-01-01,1,145,62,124
53,Heidi Lopez,69,50 And Above,VIP,3,8131,7,2013-05-27,27,153,2710,301
54,Ana Price,40,40-49,New,1,2330,2,2013-01-17,0,157,2330,2330
55,Deanna Munoz,69,50 And Above,VIP,3,8223,6,2013-05-30,27,153,2741,304
56,Gilbert Raje,69,50 And Above,VIP,3,8168,8,2013-06-07,29,152,2722,281
57,Michele Nath,68,50 And Above,VIP,3,8207,8,2013-05-31,27,153,2735,303
58,Carl Andersen,56,50 And Above,VIP,3,8088,4,2013-05-21,27,153,2696,299
59,Marc Diaz,61,50 And Above,VIP,3,8248,6,2013-06-04,27,152,2749,305
60,Ashlee Andersen,67,50 And Above,New,3,117,6,2013-03-16,1,155,39,117
61,Jon Zhou,67,50 And Above,VIP,3,8153,6,2013-06-25,27,152,2717,301
62,Todd Gao,50,50 And Above,VIP,3,8129,6,2013-06-14,27,152,2709,301
63,Noah Powell,45,40-49,New,1,2352,3,2013-01-07,0,157,2352,2352
64,Angela Murphy,46,40-49,New,1,2373,5,2013-01-12,0,157,2373,2373
65,Chase Reed,45,40-49,New,1,2305,2,2013-01-25,0,157,2305,2305
66,Jessica Henderson,47,40-49,New,2,202,4,2014-01-10,11,145,101,18
67,Grace Butler,47,40-49,New,2,81,5,2013-09-19,4,149,40,20
68,Caleb Carter,44,40-49,New,2,105,6,2014-01-12,5,145,52,21
69,Tiffany Liang,60,50 And Above,New,3,113,8,2013-10-08,6,148,37,18
70,Carolyn Navarro,60,50 And Above,VIP,3,8104,3,2013-06-04,26,152,2701,311
71,Willie Raji,66,50 And Above,VIP,3,8165,9,2013-06-26,26,152,2721,314
72,Linda Serrano,66,50 And Above,New,3,110,6,2013-12-01,9,146,36,12
73,Casey Luo,66,50 And Above,VIP,3,8194,7,2013-06-15,27,152,2731,303
74,Amy Ye,64,50 And Above,New,3,192,9,2013-08-21,5,150,64,38
75,Levi Arun,64,50 And Above,New,3,94,7,2013-05-27,2,153,31,47
76,Felicia Jimenez,63,50 And Above,VIP,3,8068,5,2013-06-24,26,152,2689,310
77,Blake Anderson,63,50 And Above,VIP,3,8159,4,2013-06-21,26,152,2719,313
78,Leah Ye,63,50 And Above,VIP,3,8169,5,2013-06-12,26,152,2723,314
79,Gina Martin,41,40-49,New,17,912,23,2014-01-28,11,145,53,82
80,Donald Gonzalez,56,50 And Above,New,3,58,5,2014-01-01,10,145,19,5
81,Damien Chander,61,50 And Above,VIP,3,8204,7,2013-06-23,26,152,2734,315
82,Savannah Baker,54,50 And Above,New,2,104,5,2013-04-13,2,154,52,52
83,Angela Butler,54,50 And Above,New,2,3110,6,2013-11-06,10,147,1555,311
84,Alyssa Cox,49,40-49,New,2,3137,5,2013-11-08,10,147,1568,313
85,Lucas Phillips,63,50 And Above,New,2,3078,5,2013-11-21,10,147,1539,307
86,Emily Johnson,63,50 And Above,New,2,129,5,2014-01-08,1,145,64,129
87,Ryan Brown,63,50 And Above,New,2,153,6,2013-12-21,5,146,76,30
88,Tamara Liang,63,50 And Above,New,2,200,4,2013-08-09,6,150,100,33
89,Hunter Davis,63,50 And Above,New,2,3176,7,2013-11-12,10,147,1588,317
90,Abigail Price,64,50 And Above,New,2,3188,7,2013-11-18,11,147,1594,289
91,Trevor Bryant,58,50 And Above,VIP,3,6703,6,2013-11-21,27,147,2234,248
92,Dalton Perez,64,50 And Above,Regular,28,1186,25,2014-01-08,12,145,42,98
93,Cheryl Diaz,54,50 And Above,VIP,3,8110,5,2013-06-21,26,152,2703,311
94,Aimee He,48,40-49,VIP,3,8180,7,2013-06-08,26,152,2726,314
95,Cedric Ma,59,50 And Above,New,3,236,8,2014-01-11,9,145,78,26
96,Chad Kumar,58,50 And Above,VIP,3,8158,7,2013-06-25,26,152,2719,313
97,AndrÔö£┬«s Anand,58,50 And Above,VIP,3,8063,4,2013-07-30,27,151,2687,298
98,Edwin Nara,54,50 And Above,VIP,3,8099,5,2013-07-24,27,151,2699,299
99,Mallory Rubio,60,50 And Above,New,3,89,4,2013-10-16,8,148,29,11
100,Adam Ross,60,50 And Above,VIP,3,8216,8,2013-07-01,27,151,2738,304
101,Latasha Navarro,60,50 And Above,VIP,3,8172,7,2013-08-07,28,150,2724,291
102,Abby Sai,56,50 And Above,VIP,3,8262,7,2013-06-29,26,152,2754,317
103,Julia Nelson,56,50 And Above,New,3,103,5,2013-12-09,5,146,34,20
104,Cassie Chande,45,40-49,VIP,3,8182,8,2013-06-06,26,152,2727,314
105,Edgar Sara,51,50 And Above,VIP,3,8173,6,2013-06-15,25,152,2724,326
106,Candace Fernandez,56,50 And Above,VIP,3,8096,5,2013-06-05,25,152,2698,323
107,Jessie Liu,56,50 And Above,VIP,3,8079,3,2013-06-15,25,152,2693,323
108,Bianca Lin,50,50 And Above,VIP,3,8171,6,2013-06-21,25,152,2723,326
109,Kari Alvarez,57,50 And Above,VIP,3,8124,5,2013-06-23,25,152,2708,324
110,Ruben Kapoor,46,40-49,VIP,3,8245,8,2013-06-24,25,152,2748,329
111,Curtis Yang,59,50 And Above,VIP,3,8093,5,2013-08-20,27,150,2697,299
112,Meredith Gutierrez,59,50 And Above,VIP,3,8137,8,2013-08-22,27,150,2712,301
113,Crystal Wang,58,50 And Above,VIP,3,8295,6,2013-09-02,28,149,2765,296
114,Micheal Blanco,53,50 And Above,New,3,110,7,2013-04-21,2,154,36,55
115,Leslie Moreno,59,50 And Above,New,3,123,6,2013-12-26,9,146,41,13
116,Alvin Cai,59,50 And Above,New,3,114,6,2014-01-02,11,145,38,10
117,Clinton Carlson,47,40-49,New,3,149,7,2013-10-16,7,148,49,21
118,April Deng,60,50 And Above,VIP,3,8185,8,2013-06-25,25,152,2728,327
119,Alvin Zeng,64,50 And Above,New,3,124,6,2014-01-26,6,145,41,20
120,Evan James,86,50 And Above,New,2,85,4,2013-11-23,9,147,42,9
121,Beth JimÔö£┬«nez,84,50 And Above,VIP,3,8242,10,2013-09-19,28,149,2747,294
122,Orlando Suarez,60,50 And Above,New,3,58,5,2013-11-04,5,147,19,11
123,Byron Vazquez,61,50 And Above,New,3,43,3,2013-08-22,6,150,14,7
124,Philip Alvarez,61,50 And Above,New,3,150,7,2014-01-25,9,145,50,16
125,Ross Jordan,58,50 And Above,VIP,3,8129,6,2013-06-18,25,152,2709,325
126,Dana Navarro,65,50 And Above,New,3,79,7,2013-07-03,6,151,26,13
127,Shaun Carson,72,50 And Above,Regular,3,4971,7,2013-11-03,30,147,1657,165
128,Jan Edwards,45,40-49,New,2,44,3,2013-10-01,6,148,22,7
129,Samantha Long,45,40-49,New,2,144,7,2013-08-12,2,150,72,72
130,Julia Wright,45,40-49,VIP,2,5873,2,2013-01-09,17,157,2936,345
131,Caroline Russell,41,40-49,New,1,37,2,2013-12-09,0,146,37,37
132,Amanda Rivera,41,40-49,New,5,166,9,2014-01-23,3,145,33,55
133,Melissa Richardson,40,40-49,New,1,2372,6,2013-04-09,0,154,2372,2372
134,Angela Griffin,40,40-49,New,1,72,4,2013-12-30,0,146,72,72
135,Larry Townsend,69,50 And Above,Regular,3,4911,3,2013-11-03,30,147,1637,163
136,Marcus Harris,41,40-49,New,1,2335,3,2013-04-18,0,154,2335,2335
137,Brianna Morgan,42,40-49,New,1,2381,3,2013-01-03,0,157,2381,2381
138,Jasmine Taylor,42,40-49,New,2,202,4,2014-01-20,6,145,101,33
139,Lauren Davis,42,40-49,New,2,79,4,2013-12-31,3,146,39,26
140,Tanya Moreno,77,50 And Above,New,2,84,3,2013-10-17,1,148,42,84
141,Javier Alvarez,44,40-49,New,1,40,2,2013-03-19,0,155,40,40
142,Nicole Ramirez,44,40-49,New,2,114,5,2013-09-28,4,149,57,28
143,Eduardo Patterson,43,40-49,New,17,979,23,2014-01-13,11,145,57,89
144,Jonathan Henderson,44,40-49,New,2,48,4,2013-12-19,6,146,24,8
145,Edward Hernandez,41,40-49,New,1,2400,3,2013-01-25,0,157,2400,2400
146,Jasmine Coleman,41,40-49,New,1,2310,3,2013-01-25,0,157,2310,2310
147,Karla Goel,81,50 And Above,New,3,113,6,2013-09-15,7,149,37,16
148,Ernest Wu,82,50 And Above,VIP,3,8195,7,2013-10-16,29,148,2731,282
149,Ross Vazquez,79,50 And Above,New,3,126,5,2013-12-03,9,146,42,14
150,Theodore Gill,80,50 And Above,New,3,41,4,2013-11-29,5,147,13,8
151,Russell Shen,80,50 And Above,New,3,192,7,2013-07-15,4,151,64,48
152,Melinda Gill,79,50 And Above,VIP,3,8087,6,2013-10-20,29,148,2695,278
153,James Williams,45,40-49,New,1,2295,1,2013-01-09,0,157,2295,2295
154,Angela James,45,40-49,New,2,110,5,2013-03-29,0,155,55,110
155,Megan Walker,44,40-49,New,1,2320,1,2013-01-10,0,157,2320,2320
156,Hunter Robinson,45,40-49,New,1,2320,1,2013-01-06,0,157,2320,2320
157,Maria Roberts,45,40-49,New,1,2390,4,2013-01-08,0,157,2390,2390
158,Hannah Long,46,40-49,New,2,41,3,2013-09-11,2,149,20,20
159,Jason Wright,45,40-49,New,1,2396,3,2013-01-19,0,157,2396,2396
160,Brianna Hughes,45,40-49,New,2,48,4,2013-11-07,2,147,24,24
161,Maurice Tang,47,40-49,New,1,2322,2,2013-02-21,0,156,2322,2322
162,Emily Wood,47,40-49,New,2,94,6,2013-11-11,5,147,47,18
163,Chase Cox,47,40-49,New,1,2330,2,2013-02-18,0,156,2330,2330
164,Gabriel Wang,46,40-49,New,2,46,4,2013-08-05,3,150,23,15
165,Devin Brooks,47,40-49,New,2,145,6,2013-08-05,4,150,72,36
166,Jocelyn Alexander,47,40-49,New,2,103,3,2013-06-05,1,152,51,103
167,Ashley Martinez,49,40-49,New,2,88,5,2013-12-06,2,146,44,44
168,Jasmine Barnes,48,40-49,New,2,3126,4,2013-11-28,10,147,1563,312
169,David Rodriguez,53,50 And Above,New,2,3136,7,2013-11-16,10,147,1568,313
170,Bryce Richardson,53,50 And Above,New,2,81,5,2013-09-24,4,149,40,20
171,Carol Howard,53,50 And Above,New,2,157,7,2013-12-29,4,146,78,39
172,Jonathan Hill,48,40-49,VIP,3,6716,8,2013-11-07,27,147,2238,248
173,Gabrielle Adams,53,50 And Above,New,2,129,6,2014-01-11,8,145,64,16
174,Sarah Thomas,53,50 And Above,New,2,103,3,2013-12-24,9,146,51,11
175,Nicholas Robinson,53,50 And Above,New,2,48,4,2013-07-25,0,151,24,48
176,Luis Wang,58,50 And Above,VIP,3,6710,8,2013-11-03,27,147,2236,248
177,Mason Roberts,47,40-49,New,28,1317,27,2014-01-27,11,145,47,119
178,Jose Flores,78,50 And Above,New,2,135,6,2013-10-14,7,148,67,19
179,Nathan Johnson,72,50 And Above,New,2,145,6,2013-05-26,3,153,72,48
180,Molly Rodriguez,67,50 And Above,New,2,125,6,2014-01-09,10,145,62,12
181,April Anand,78,50 And Above,New,2,138,6,2013-09-25,6,149,69,23
182,Devin Martin,66,50 And Above,New,2,41,3,2013-07-11,2,151,20,20
183,Stephanie Torres,76,50 And Above,New,2,81,5,2014-01-05,5,145,40,16
184,Jasmine Lee,76,50 And Above,New,2,46,4,2013-06-13,2,152,23,23
185,Meghan Hernandez,71,50 And Above,New,2,68,5,2013-10-09,2,148,34,34
186,Ashley Henderson,76,50 And Above,New,27,1616,29,2014-01-26,11,145,59,146
187,Sarah Price,77,50 And Above,New,2,41,3,2014-01-07,3,145,20,13
188,Jennifer Cooper,77,50 And Above,New,2,108,4,2013-08-06,4,150,54,27
189,Catherine Morris,76,50 And Above,New,2,81,5,2014-01-21,2,145,40,40
190,Lawrence Blanco,76,50 And Above,VIP,2,5944,6,2013-02-05,18,156,2972,330
191,Carson Bryant,77,50 And Above,New,2,46,4,2014-01-16,5,145,23,9
192,Kristi Perez,75,50 And Above,VIP,3,6743,7,2013-11-06,27,147,2247,249
193,James Brown,75,50 And Above,New,2,114,5,2013-09-25,3,149,57,38
194,Ian Gray,76,50 And Above,New,2,41,3,2013-08-18,6,150,20,6
195,Jacqueline Price,76,50 And Above,New,2,105,6,2013-12-08,9,146,52,11
196,Megan Henderson,75,50 And Above,New,2,105,6,2013-10-22,6,148,52,17
197,Alfredo Romero,75,50 And Above,New,2,162,4,2013-09-24,6,149,81,27
198,Andrea Morris,75,50 And Above,New,2,207,5,2013-07-20,2,151,103,103
199,Brooke Sanders,74,50 And Above,New,2,98,4,2013-02-13,0,156,49,98
200,Jacqueline Bennett,69,50 And Above,New,2,132,6,2013-10-17,7,148,66,18
201,Jason Griffin,73,50 And Above,New,27,1461,26,2014-01-20,11,145,54,132
202,Amanda Foster,73,50 And Above,New,2,181,6,2013-09-09,2,149,90,90
203,Alexia Price,68,50 And Above,New,2,74,3,2013-09-21,0,149,37,74
204,Luis Diaz,67,50 And Above,New,17,800,19,2013-12-11,10,146,47,80
205,Destiny Rivera,73,50 And Above,New,2,77,4,2013-11-10,3,147,38,25
206,Abby Fernandez,72,50 And Above,New,2,37,2,2013-10-08,3,148,18,12
207,Blake Flores,72,50 And Above,New,2,77,4,2013-05-30,0,153,38,77
208,Danielle Cox,72,50 And Above,New,2,77,4,2013-10-18,9,148,38,8
209,Maria Reed,73,50 And Above,New,2,134,7,2013-09-17,6,149,67,22
210,Allison Evans,73,50 And Above,New,2,37,2,2014-01-22,10,145,18,3
211,Edward Wood,73,50 And Above,New,2,70,5,2013-09-06,4,149,35,17
212,Samantha Russell,66,50 And Above,New,17,792,22,2014-01-07,11,145,46,72
213,Chloe Campbell,71,50 And Above,Regular,17,824,20,2014-01-17,12,145,48,68
214,Stephanie Murphy,72,50 And Above,New,2,77,4,2013-09-09,6,149,38,12
215,Charles Miller,71,50 And Above,New,2,162,4,2013-11-19,3,147,81,54
216,Ana Perry,65,50 And Above,New,17,1154,21,2013-12-15,10,146,67,115
217,Jasmine Torres,71,50 And Above,VIP,2,5948,5,2013-02-05,18,156,2974,330
218,Natalie Adams,71,50 And Above,VIP,2,5953,3,2013-02-14,18,156,2976,330
219,Olivia Brown,65,50 And Above,New,2,39,2,2014-01-04,11,145,19,3
220,Charles Cook,70,50 And Above,New,2,39,2,2014-01-24,3,145,19,13
221,Erica Huang,65,50 And Above,New,2,50,4,2013-12-13,9,146,25,5
222,Nathan Perry,71,50 And Above,New,2,46,4,2013-10-17,6,148,23,7
223,Alexandra Rivera,70,50 And Above,New,2,208,6,2013-11-28,0,147,104,208
224,Hailey Patterson,69,50 And Above,Regular,27,1293,26,2014-01-06,12,145,47,107
225,Tiffany Li,69,50 And Above,VIP,3,6685,5,2013-12-03,28,146,2228,238
226,Madison Lee,64,50 And Above,New,2,73,5,2013-09-06,3,149,36,24
227,Sydney Ross,64,50 And Above,New,2,37,2,2013-03-31,1,155,18,37
228,Marshall Chavez,64,50 And Above,VIP,2,5910,5,2013-02-10,18,156,2955,328
229,Ashley Jones,70,50 And Above,New,2,77,4,2014-01-17,3,145,38,25
230,Adrian Stewart,69,50 And Above,New,2,81,5,2014-01-25,6,145,40,13
231,Amber Turner,70,50 And Above,New,2,54,5,2013-12-09,5,146,27,10
232,Dennis Zhang,63,50 And Above,New,2,64,4,2013-11-12,9,147,32,7
233,Hailey Bryant,68,50 And Above,New,2,39,2,2013-11-13,2,147,19,19
234,Todd Li,63,50 And Above,New,2,179,7,2013-06-08,4,152,89,44
235,Anna Griffin,68,50 And Above,New,2,76,4,2013-09-19,7,149,38,10
236,Angel Stewart,69,50 And Above,New,2,138,5,2014-01-05,6,145,69,23
237,Jeremy Butler,69,50 And Above,New,2,114,5,2014-01-06,3,145,57,38
238,Clarence Anand,62,50 And Above,VIP,4,10566,6,2013-11-25,26,147,2641,406
239,Mayra Prasad,62,50 And Above,VIP,4,7543,9,2013-04-30,27,154,1885,279
240,Latoya Goel,57,50 And Above,VIP,4,7511,11,2013-05-28,28,153,1877,268
241,Anne Hernandez,62,50 And Above,VIP,4,7586,10,2013-05-13,27,153,1896,280
242,Lisa Cai,52,50 And Above,VIP,7,11468,20,2013-10-29,13,148,1638,882
243,Larry Munoz,63,50 And Above,VIP,7,11067,12,2013-12-04,15,146,1581,737
244,Robin Alvarez,63,50 And Above,VIP,4,7164,10,2013-06-09,28,152,1791,255
245,Alexis Coleman,58,50 And Above,VIP,4,7175,11,2013-07-19,29,151,1793,247
246,Ricky Vazquez,64,50 And Above,VIP,4,10580,9,2013-12-11,27,146,2645,391
247,Latasha Rubio,64,50 And Above,VIP,4,10575,7,2013-12-20,26,146,2643,406
248,Claudia Zhou,65,50 And Above,VIP,4,7131,11,2013-08-17,30,150,1782,237
249,Tristan Alexander,60,50 And Above,New,1,38,3,2013-07-14,0,151,38,38
250,Cindy Patel,60,50 And Above,VIP,4,9890,11,2013-09-15,23,149,2472,430
251,Shannon Liu,60,50 And Above,VIP,4,7115,10,2013-08-06,29,150,1778,245
252,Xavier Long,88,50 And Above,New,1,2319,4,2013-10-18,0,148,2319,2319
253,Nicholas Thompson,89,50 And Above,VIP,3,6685,7,2013-12-18,28,146,2228,238
254,JosÔö£┬« Hernandez,77,50 And Above,New,16,695,16,2013-12-03,9,146,43,77
255,Johnathan Vance,88,50 And Above,New,2,204,9,2013-12-14,1,146,102,204
256,Colin Lin,88,50 And Above,New,2,114,5,2013-03-31,1,155,57,114
257,Katelyn Hernandez,87,50 And Above,New,2,81,5,2013-10-16,6,148,40,13
258,Jacqueline Powell,NULL,50 And Above,VIP,3,6676,6,2013-12-14,28,146,2225,238
259,Xavier Hill,88,50 And Above,New,2,49,4,2013-07-15,2,151,24,24
260,Victoria Stewart,56,50 And Above,VIP,3,6770,5,2013-12-20,27,146,2256,250
261,Katelyn Kelly,50,50 And Above,New,2,81,5,2013-06-23,4,152,40,20
262,Stephanie Collins,56,50 And Above,VIP,3,6650,4,2013-12-23,27,146,2216,246
263,Jennifer Simmons,51,50 And Above,New,27,1124,26,2014-01-22,11,145,41,102
264,Trinity Richardson,56,50 And Above,VIP,3,6753,9,2013-12-10,28,146,2251,241
265,Eduardo Martin,57,50 And Above,New,2,3182,8,2013-11-30,10,147,1591,318
266,Elizabeth Jones,56,50 And Above,New,1,2352,3,2013-01-03,0,157,2352,2352
267,Taylor Howard,57,50 And Above,VIP,2,5922,5,2013-01-20,16,157,2961,370
268,David Diaz,51,50 And Above,VIP,2,5943,5,2013-01-07,16,157,2971,371
269,Katelyn Carter,57,50 And Above,New,2,98,5,2013-11-16,6,147,49,16
270,Ryan Foster,51,50 And Above,New,2,42,3,2013-09-10,1,149,21,42
271,Robert Lee,51,50 And Above,VIP,2,5984,5,2013-01-07,16,157,2992,374
272,Danielle Reed,57,50 And Above,VIP,2,5973,5,2013-01-22,16,157,2986,373
273,Lauren Martinez,64,50 And Above,VIP,2,5975,4,2013-01-13,16,157,2987,373
274,Nathan Lal,64,50 And Above,New,2,273,8,2013-05-23,0,153,136,273
275,Kyle Foster,87,50 And Above,VIP,2,5888,4,2013-02-24,18,156,2944,327
276,Jenny Rai,87,50 And Above,VIP,2,5955,4,2013-01-12,17,157,2977,350
277,Nancy Chapman,52,50 And Above,Regular,27,987,22,2014-01-22,12,145,36,82
278,Charles Jackson,58,50 And Above,New,27,1434,26,2014-01-16,11,145,53,130
279,Jonathan Phillips,57,50 And Above,VIP,2,5908,3,2013-01-03,16,157,2954,369
280,Amanda Cook,52,50 And Above,New,2,44,3,2013-06-22,3,152,22,14
281,Robert Collins,57,50 And Above,New,2,77,4,2013-08-08,1,150,38,77
282,Megan Barnes,52,50 And Above,VIP,2,5921,5,2013-01-11,16,157,2960,370
283,Christian Thomas,59,50 And Above,VIP,2,5999,6,2013-01-02,17,157,2999,352
284,Arturo Lal,58,50 And Above,New,2,44,3,2013-08-28,3,150,22,14
285,Theresa Serrano,59,50 And Above,New,2,55,3,2013-05-02,3,153,27,18
286,Jeremy Anderson,53,50 And Above,New,2,128,5,2013-10-26,3,148,64,42
287,Hunter Griffin,59,50 And Above,VIP,2,5954,5,2013-01-20,16,157,2977,372
288,Henry Garcia,60,50 And Above,Regular,27,1165,23,2014-01-28,12,145,43,97
289,Cindy Sanchez,48,40-49,New,2,77,4,2013-08-21,5,150,38,15
290,Maria Carter,54,50 And Above,VIP,2,5905,5,2013-01-16,16,157,2952,369
291,Katelyn Sanchez,54,50 And Above,VIP,2,5933,3,2013-01-27,16,157,2966,370
292,Jenna Wright,54,50 And Above,VIP,2,5873,2,2013-01-19,16,157,2936,367
293,Seth Phillips,59,50 And Above,VIP,2,5910,5,2012-12-31,15,158,2955,394
294,Luke Long,66,50 And Above,New,2,85,5,2013-03-15,1,155,42,85
295,Dalton Clark,65,50 And Above,New,2,42,3,2014-01-03,4,145,21,10
296,Taylor Lewis,67,50 And Above,VIP,2,6058,5,2013-01-09,16,157,3029,378
297,Haley Richardson,85,50 And Above,VIP,2,5897,4,2013-01-29,16,157,2948,368
298,Noah Coleman,86,50 And Above,VIP,2,5948,5,2013-02-20,17,156,2974,349
299,Jon Luo,86,50 And Above,VIP,2,5922,5,2013-02-21,17,156,2961,348
300,Orlando Vazquez,85,50 And Above,VIP,2,6015,4,2013-02-24,17,156,3007,353
301,Fernando Barnes,61,50 And Above,New,27,1499,28,2013-12-31,11,146,55,136
302,Cameron Rodriguez,61,50 And Above,New,2,131,5,2013-10-11,4,148,65,32
303,Spencer Russell,55,50 And Above,VIP,2,5938,5,2013-02-02,17,156,2969,349
304,Julia Coleman,60,50 And Above,VIP,2,5875,3,2013-02-23,17,156,2937,345
305,Julia Garcia,55,50 And Above,New,2,122,5,2013-04-22,1,154,61,122
306,Sean Evans,61,50 And Above,New,2,77,4,2013-08-04,5,150,38,15
307,Micah Zhou,61,50 And Above,New,2,42,3,2013-09-07,3,149,21,14
308,Hunter Rodriguez,61,50 And Above,VIP,2,5964,5,2013-02-08,17,156,2982,350
309,Ian Gonzales,67,50 And Above,New,2,94,4,2014-01-15,4,145,47,23
310,Victoria Lewis,67,50 And Above,New,2,42,3,2014-01-05,6,145,21,7
311,Erin Sanders,62,50 And Above,New,2,77,4,2013-12-24,4,146,38,19
312,Gabrielle Lopez,67,50 And Above,New,2,77,4,2013-09-13,5,149,38,15
313,Sara Richardson,68,50 And Above,New,2,42,3,2013-06-02,1,152,21,42
314,Trevor Jenkins,68,50 And Above,New,2,44,3,2013-11-26,6,147,22,7
315,Mya Flores,56,50 And Above,New,2,47,3,2013-12-03,10,146,23,4
316,Hailey Ward,67,50 And Above,New,2,42,3,2013-12-17,7,146,21,6
317,Luke Allen,67,50 And Above,New,1,2350,2,2013-01-12,0,157,2350,2350
318,Victoria Russell,63,50 And Above,VIP,2,5873,2,2013-02-18,17,156,2936,345
319,Jessica Wilson,68,50 And Above,New,2,44,3,2013-11-08,1,147,22,44
320,Jade Bailey,78,50 And Above,VIP,2,5930,4,2013-02-24,17,156,2965,348
321,Morgan Hill,84,50 And Above,New,2,72,5,2013-08-19,2,150,36,36
322,Terrance Raman,82,50 And Above,New,2,37,2,2013-05-28,3,153,18,12
323,Sydney Garcia,83,50 And Above,New,2,44,3,2013-05-21,2,153,22,22
324,Jose Patterson,83,50 And Above,VIP,2,6074,6,2013-01-30,16,157,3037,379
325,Zachary Anderson,82,50 And Above,VIP,2,5945,4,2013-02-05,17,156,2972,349
326,Elijah Ross,82,50 And Above,VIP,2,6044,7,2013-01-31,16,157,3022,377
